null,eda
null,99.9954
null,99.9873
null,99.907
null,99.6375
null,99.8393
null,99.6578
null,100.0
null,100.0
null,99.9991
null,99.9644
null,99.9998
null,99.9227
null,99.4917
null,99.9994
null,100.0
null,99.9997
null,98.2321
null,99.8675
null,99.9456
null,99.999
null,99.6625
null,99.5576
null,98.9533
null,98.0217
null,99.97
null,99.9992
null,98.0033
null,99.9994
null,100.0
null,99.826
